datetime,country,shape,duration (seconds),latitude,longitude
12/21/2007 18:30,,fireball,15,30.733315,76.779418
12/21/2007 19:14,us,unknown,120,21.3069444,-157.8583333
12/21/2007 21:30,us,unknown,7,32.7919444,-115.5622222
12/21/2007 22:00,us,triangle,60,40.7652778,-73.8177778
12/21/2008 06:40,us,unknown,180,33.7900000,-118.2969444
12/21/2008 12:30,us,diamond,5,36.2572222,-115.6419444
12/21/2008 17:00,,flash,2,41.673014,-107.979249
12/21/2008 19:30,us,sphere,30,31.0905556,-88.2280556
12/21/2008 20:31,de,other,1800,51.2,6.683333
12/21/2009 00:00,us,circle,3600,35.1475000,-105.9763889
12/21/2009 15:30,us,triangle,300,44.5736111,-68.7961111
12/21/2009 18:00,us,egg,600,26.4611111,-80.0730556
12/21/2009 19:50,us,other,10,40.8688889,-72.5180556
12/21/2009 21:00,us,egg,10800,33.2075000,-92.6661111
12/21/2009 21:30,us,fireball,300,27.6383333,-80.3975000
12/21/2010 00:22,us,oval,480,38.0291667,-121.9605556
12/21/2010 02:00,us,sphere,10800,40.6441667,-97.4500000
12/21/2010 03:00,us,changing,90,38.6272222,-90.1977778
12/21/2010 03:13,us,cone,300,34.8697222,-111.7602778
12/21/2010 19:10,us,oval,180,40.1288889,-75.3725000
12/21/2010 20:00,ca,,7200,43.1,-79.05
12/21/2010 21:00,us,light,900,40.5005556,-75.0730556
12/21/2010 22:30,,disk,600,-43.532054,172.636225
12/21/2011 05:30,us,formation,3600,27.9472222,-82.4586111
12/21/2011 15:00,us,diamond,7200,48.5127778,-122.6113889
12/21/2011 18:00,us,changing,1200,44.0583333,-121.3141667
12/21/2011 18:15,us,fireball,90,41.0594444,-124.1419444
12/21/2011 21:00,us,sphere,1800,48.7597222,-122.4869444
12/21/2011 22:55,us,formation,5,28.1758333,-80.5902778
12/21/2012 00:58,us,other,600,36.1538889,-95.9925000
12/21/2012 02:00,us,changing,5400,29.5375000,-95.1180556
12/21/2012 02:10,us,triangle,600,48.4213889,-122.3327778
12/21/2012 06:45,us,fireball,240,28.0183333,-82.1130556
12/21/2012 07:45,us,changing,600,44.9238889,-92.9591667
12/21/2012 11:00,us,sphere,900,32.9975000,-87.6300000
12/21/2012 13:00,us,triangle,2,32.5797222,-84.5508333
12/21/2012 13:00,us,sphere,10,34.0522222,-118.2427778
12/21/2012 16:00,us,other,60,30.2091667,-95.7505556
12/21/2012 17:35,us,triangle,335,34.0522222,-118.2427778
12/21/2012 18:00,us,other,300,43.0388889,-87.9063889
12/21/2012 18:30,us,light,10,32.5419444,-97.3205556
12/21/2012 19:40,us,fireball,300,37.6775000,-113.0611111
12/21/2012 20:15,us,fireball,2100,29.6194444,-95.6347222
12/21/2012 20:20,us,unknown,300,33.4483333,-112.0733333
12/21/2012 20:30,us,cross,120,35.0525000,-78.8786111
12/21/2012 21:10,us,circle,420,46.2752778,-122.9063889
12/21/2012 21:30,us,cylinder,180,35.0844444,-106.6505556
12/21/2012 21:30,us,cylinder,300,35.0844444,-106.6505556
12/21/2012 22:00,us,fireball,3600,45.6797222,-111.0377778
12/21/2012 22:00,us,light,1200,45.6797222,-111.0377778
12/21/2012 22:00,us,fireball,240,44.0522222,-123.0855556
12/21/2012 22:05,us,fireball,60,44.0522222,-123.0855556
12/21/2012 23:00,us,light,300,45.5236111,-122.6750000
12/21/2012 23:23,us,light,360,42.8263889,-84.2194444
12/21/2013 04:15,us,sphere,300,20.7850000,-156.4655556
12/21/2013 06:00,us,triangle,10,44.9430556,-123.0338889
12/21/2013 16:46,us,disk,20,29.4238889,-98.4933333
12/21/2013 17:30,us,flash,1,45.5236111,-122.6750000
12/21/2013 18:00,us,cylinder,300,28.7077778,-96.2172222
12/21/2013 18:43,us,oval,300,47.6063889,-122.3308333
12/21/2013 19:00,us,light,300,34.1808333,-118.3080556
12/21/2013 19:00,us,oval,240,45.5236111,-122.6750000
12/21/2013 20:00,us,triangle,30,37.9358333,-122.3466667
12/21/2013 20:15,us,light,60,36.1197222,-80.0738889
12/21/2013 20:50,us,circle,3,39.5350000,-119.7516667
12/21/2013 21:00,,rectangle,120,33.170278,-111.572222
12/21/2013 21:15,us,light,120,40.2969444,-111.6938889
12/21/2013 23:30,us,flash,2,29.8241667,-83.5950000
1/22/1970 10:00,us,sphere,30,37.5630556,-122.3244444
1/22/1978 22:00,us,diamond,600,41.5380556,-72.8075000
1/22/1980 02:00,,sphere,2700,38.226057,-120.369519
12/2/1988 22:30,us,light,10800,19.7297222,-155.0900000
1/22/1995 03:00,us,rectangle,600,48.7052778,-119.4383333
1/22/1995 17:50,us,,2,38.9011111,-77.2655556
1/22/1995 20:00,us,,5,47.6063889,-122.3308333
1/22/1995 21:45,us,,180,47.4830556,-122.2158333
1/22/1996 11:00,us,triangle,360,33.8702778,-117.9244444
12/2/1996 19:00,us,,900,38.7169444,-87.8613889
1/22/1997 03:35,,changing,30,34.663887,-99.273888
12/2/1997 20:00,us,disk,60,43.2508333,-83.7941667
12/2/1997 20:30,us,chevron,300,43.2508333,-83.7941667
12/2/1998 17:00,us,disk,300,39.9611111,-82.9988889
12/2/1999 02:00,us,unknown,600,39.8208333,-84.0194444
1/22/1999 07:03,us,light,5,47.6447222,-122.6936111
12/2/1999 17:10,us,light,30,47.6063889,-122.3308333
1/22/1999 18:42,ca,circle,2,49.25,-123.133333
12/2/1999 19:30,us,unknown,30,38.9341667,-77.1777778
12/2/1999 21:00,us,circle,10,47.3811111,-122.2336111
12/2/2000 08:22,us,cross,100,32.7425000,-117.0305556
1/22/2000 11:30,us,triangle,180,32.6975000,-113.9527778
1/22/2000 17:30,,fireball,60,19.876165,75.343314
1/22/2000 19:00,,triangle,600,38.647351,-121.351147
12/2/2000 21:00,us,light,300,42.6158333,-70.6625000
12/2/2000 21:30,,fireball,10,39.096849,-120.032351
12/2/2000 22:50,,triangle,5,40.866487,-73.035662
1/22/2000 23:00,us,changing,7200,32.7152778,-117.1563889
1/22/2001 00:30,,light,3600,48.187056,-122.507847
12/2/2001 01:10,us,fireball,1800,33.5805556,-112.2366667
1/22/2001 02:50,gb,oval,600,52.664913,-1.034894
1/22/2001 09:55,gb,teardrop,180,53.5,-2.216667
12/2/2001 16:00,us,changing,60,38.8516667,-94.3436111
1/22/2001 17:12,ca,other,3,49.25,-122.95
1/22/2001 18:20,us,fireball,2,44.5647222,-123.2608333
12/2/2001 18:45,us,formation,2700,35.0844444,-106.6505556
12/2/2001 19:25,us,light,5,39.9241667,-83.8088889
1/22/2001 19:45,us,light,2400,38.5172222,-75.2352778
1/22/2001 20:00,us,circle,900,43.5838889,-71.2077778
1/22/2001 20:32,us,light,300,48.2766667,-116.5522222
1/22/2001 21:00,,fireball,1200,-33.924868,18.424055
12/2/2001 22:00,us,,600,26.6377778,-99.0952778
12/2/2001 22:00,us,cigar,300,40.2969444,-111.6938889
1/22/2001 22:30,,disk,1500,4.461934,101.166062
1/22/2002 03:50,,circle,15,20.976667,-156.6825
12/2/2002 05:00,us,circle,3,40.5733333,-76.6916667
12/2/2002 05:10,us,fireball,60,38.8405556,-79.8755556
12/2/2002 05:15,us,fireball,7,40.1183333,-77.1902778
12/2/2002 05:15,us,triangle,2,39.9858333,-78.7730556
12/2/2002 05:17,us,flash,1,39.3341667,-76.4397222
12/2/2002 05:20,us,circle,120,38.9905556,-76.1580556
12/2/2002 05:30,us,fireball,5,40.2805556,-76.1400000
12/2/2002 05:40,us,light,30,30.2263889,-93.2172222
1/22/2002 07:30,us,fireball,600,41.7861111,-85.8677778
1/22/2002 20:00,us,fireball,20,38.3605556,-75.5997222
12/2/2002 21:15,us,changing,120,33.9533333,-117.3952778
12/2/2002 22:00,us,light,7200,30.4380556,-84.2808333
12/2/2002 23:00,us,oval,60,34.0522222,-118.2427778
1/22/2002 23:18,us,light,60,27.7205556,-82.4333333
1/22/2002 23:34,gb,teardrop,12,52.483333,-.466667
1/22/2003 00:00,us,circle,300,40.4463889,-74.1786111
12/2/2003 00:24,us,egg,600,41.0830556,-73.9205556
12/2/2003 00:45,us,other,30,36.5297222,-87.3594444
12/2/2003 01:00,us,disk,300,39.9536111,-74.1983333
12/2/2003 02:02,us,circle,60,34.0961111,-118.1050000
12/2/2003 06:40,us,unknown,600,39.9955556,-82.6744444
12/2/2003 08:52,us,oval,180,40.5186111,-74.4125000
1/22/2003 17:05,us,cylinder,120,44.9430556,-123.0338889
12/2/2003 17:30,us,light,30,34.0194444,-118.4902778
12/2/2003 18:15,us,circle,600,32.7152778,-117.1563889
12/2/2003 18:30,us,unknown,15,36.5211111,-86.0263889
1/22/2003 19:15,us,light,10,38.3605556,-75.5997222
1/22/2003 20:00,us,disk,300,42.8805556,-71.3277778
1/22/2003 20:30,,triangle,300,29.902478,-94.162299
12/2/2003 21:00,,changing,14400,20.211944,-87.465833
1/22/2003 21:16,us,unknown,1560,40.0411111,-86.8744444
1/22/2003 21:30,us,light,900,33.0580556,-112.0469444
12/2/2003 21:46,us,fireball,900,42.5000000,-70.8583333
1/22/2003 22:00,us,circle,3360,34.1975000,-119.1761111
1/22/2003 22:30,us,,300,41.5022222,-72.9791667
12/2/2003 22:54,us,light,3,40.7672222,-74.2052778
12/2/2003 23:00,gb,unknown,900,53.416667,-3
12/2/2004 00:00,us,circle,4,36.9741667,-122.0297222
1/22/2004 00:15,us,flash,1,47.8569444,-121.6958333
1/22/2004 01:00,us,teardrop,180,34.0233333,-84.6155556
1/22/2004 01:45,au,triangle,600,-37.649872,142.343933
1/22/2004 06:25,de,flash,2,52.05,8.483333
12/2/2004 06:30,us,triangle,600,35.2480556,-93.0488889
1/22/2004 12:45,us,other,900,35.0844444,-106.6505556
12/2/2004 16:30,us,diamond,1200,36.9902778,-86.4436111
1/22/2004 17:10,us,unknown,120,40.7616667,-73.3297222
1/22/2004 17:30,us,light,30,41.8088889,-88.0111111
12/2/2004 17:30,,triangle,90,41.655757,-71.603203
12/2/2004 18:00,us,unknown,1920,38.5736111,-97.6741667
12/2/2004 18:17,us,light,20,37.2138889,-105.5638889
1/22/2004 18:45,us,triangle,120,38.8813889,-94.8188889
12/2/2004 19:05,us,triangle,30,35.1494444,-90.0488889
1/22/2004 19:50,us,triangle,900,30.8461111,-93.2888889
12/2/2004 20:00,us,light,3600,36.9466667,-76.5608333
1/22/2004 20:00,us,light,240,39.6477778,-104.9872222
12/2/2004 21:00,us,other,180,29.3625000,-100.8963889
1/22/2004 21:30,us,light,5,33.9411111,-84.2136111
12/2/2004 22:25,us,light,900,40.1672222,-105.1013889
1/22/2004 22:55,us,egg,180,37.3769444,-77.5061111
1/22/2004 23:00,us,circle,2,33.9375000,-117.2297222
12/2/2005 00:00,us,rectangle,10,32.3666667,-86.3000000
1/22/2005 09:16,us,formation,5,34.1063889,-117.5922222
12/2/2005 17:15,us,cigar,120,42.9666667,-88.3711111
12/2/2005 18:20,us,circle,60,37.9886111,-84.4777778
12/2/2005 18:23,,teardrop,2,40.258946,-74.123996
12/2/2005 18:35,gb,light,60,51.833333,-2.166667
1/22/2005 19:00,us,circle,2400,34.1650000,-84.8000000
12/2/2005 19:00,us,light,600,36.6102778,-88.3147222
1/22/2005 19:00,us,light,600,47.0380556,-122.8994444
12/2/2005 19:30,us,triangle,2700,40.8825000,-121.6597222
12/2/2005 19:37,,unknown,900,20.653407,-105.225332
1/22/2005 20:00,us,other,7200,37.6775000,-113.0611111
12/2/2005 20:55,us,formation,45,38.5450000,-121.7394444
12/2/2005 20:57,us,light,10,42.3583333,-71.0602778
1/22/2005 21:11,us,fireball,60,47.2530556,-122.4430556
12/2/2006 00:00,us,sphere,45,35.3883333,-82.5669444
12/2/2006 02:00,us,cone,600,42.2411111,-83.6130556
12/2/2006 04:35,us,circle,60,40.3077778,-75.9658333
1/22/2006 07:30,,light,300,32.299953,-64.86741
1/22/2006 09:44,us,oval,120,38.6580556,-77.2500000
12/2/2006 12:15,us,oval,120,30.8530556,-88.0561111
12/2/2006 17:00,us,diamond,420,35.1800000,-120.7308333
12/2/2006 18:20,,formation,40,42.108914,-88.297581
12/2/2006 18:30,us,light,300,43.5277778,-71.4708333
1/22/2006 19:00,us,sphere,120,42.3211111,-85.1797222
1/22/2006 20:00,us,unknown,2400,43.9144444,-69.9658333
12/2/2006 21:40,us,disk,120,33.6188889,-117.9280556
12/2/2006 22:00,us,other,10,33.6188889,-117.9280556
12/2/2007 00:00,us,triangle,120,47.6588889,-117.4250000
12/2/2007 01:00,us,circle,10800,35.9986111,-96.1138889
12/2/2007 04:35,gb,disk,2,51.129722,-3.000556
12/2/2007 16:00,us,oval,120,36.2230556,-93.5297222
12/2/2007 16:45,us,other,300,34.0522222,-118.2427778
1/22/2007 17:30,us,disk,300,25.7738889,-80.1938889
1/22/2007 18:11,,light,2700,51.274103,5.576351
12/2/2007 19:00,us,light,45,36.1397222,-96.1086111
1/22/2007 20:30,us,fireball,4,27.4952778,-81.4411111
1/22/2007 21:00,us,formation,900,33.8816667,-118.1161111
12/2/2007 22:00,,sphere,5,18.069623,-96.124311
12/2/2007 22:00,us,unknown,2700,27.2936111,-80.3505556
1/22/2007 22:30,us,light,420,45.4469444,-122.5291667
1/22/2007 23:00,,circle,6,33.663914,-114.229949
12/2/2008 02:00,us,disk,60,33.2558333,-116.3741667
1/22/2008 02:30,us,light,60,32.5788889,-97.3622222
1/22/2008 05:00,us,unknown,600,35.0525000,-78.8786111
1/22/2008 05:00,,disk,2700,35.142467,-119.456508
1/22/2008 05:45,us,,3,30.4505556,-91.1544444
1/22/2008 06:46,us,fireball,180,42.9766667,-78.5922222
12/2/2008 12:40,us,disk,300,40.4419444,-79.9627778
12/2/2008 13:00,us,changing,600,39.7391667,-104.9841667
12/2/2008 17:18,us,unknown,120,38.0163889,-89.6186111
12/2/2008 17:30,,other,1800,32.333999,-90.271935
1/22/2008 18:00,us,diamond,120,41.8500000,-87.6500000
1/22/2008 18:55,us,circle,30,39.4277778,-86.4283333
12/2/2008 19:00,us,light,300,39.7041667,-86.3994444
1/22/2008 19:08,us,fireball,10,39.6136111,-86.1066667
12/2/2008 19:15,,fireball,120,26.104527,-80.201779
1/22/2008 19:20,,light,60,40.070393,-2.137416
12/2/2008 19:30,us,triangle,180,41.4788889,-87.4547222
12/2/2008 19:40,us,light,5,37.7397222,-121.4241667
12/2/2008 20:00,us,triangle,120,41.4169444,-87.3652778
1/22/2008 21:00,us,circle,7,40.0150000,-105.2700000
12/2/2008 21:00,us,disk,30,43.2380556,-76.1411111
12/2/2008 21:00,us,triangle,180,42.9633333,-85.6680556
12/2/2008 21:15,us,light,600,33.6602778,-117.9983333
12/2/2009 00:00,us,triangle,300,33.8358333,-118.3397222
12/2/2009 02:00,us,light,300,30.3311111,-92.4955556
12/2/2009 03:19,,other,6,46.879966,-121.726909
12/2/2009 03:24,us,fireball,10,47.6063889,-122.3308333
1/22/2009 04:00,us,unknown,2400,37.5686111,-84.2963889
12/2/2009 06:35,us,light,2,39.4666667,-87.4138889
12/2/2009 10:30,us,disk,30,39.2191667,-121.0600000
1/22/2009 13:15,us,oval,60,27.9472222,-82.4586111
12/2/2009 18:30,us,oval,600,34.1066667,-117.8058333
1/22/2009 18:45,us,fireball,600,30.3855556,-88.6116667
12/2/2009 19:00,us,formation,180,38.4494444,-78.8691667
1/22/2009 19:10,us,light,180,30.4111111,-88.8277778
1/22/2009 19:20,us,unknown,600,34.1850000,-83.9252778
1/22/2009 19:30,us,diamond,30,36.1750000,-115.1363889
12/2/2009 20:45,us,cigar,900,33.9686111,-112.7288889
12/2/2009 21:00,us,light,180,35.7063889,-81.2188889
1/22/2009 21:00,us,flash,7200,32.7866667,-79.7950000
1/22/2009 21:04,,light,10,34.872318,-89.69064
12/2/2009 21:20,,triangle,10,63.905,-145.554444
1/22/2009 22:00,au,circle,300,-37.813938,144.963425
12/2/2009 23:00,us,circle,2,32.2216667,-110.9258333
1/22/2010 02:20,us,light,900,40.0322222,-74.9577778
12/2/2010 03:15,us,other,300,33.7369444,-85.0325000
1/22/2010 04:40,us,changing,25,43.6136111,-116.2025000
12/2/2010 12:00,,triangle,120,6.839722,79.875833
12/2/2010 13:32,us,flash,360,35.0844444,-106.6505556
12/2/2010 15:15,us,other,300,33.7369444,-85.0325000
1/22/2010 17:00,us,disk,900,40.8000000,-96.6666667
12/2/2010 17:30,us,oval,360,39.1141667,-94.6272222
12/2/2010 17:45,us,disk,300,35.6225000,-117.6700000
12/2/2010 18:00,us,other,900,38.9905556,-77.0263889
1/22/2010 18:00,us,light,1200,34.0583333,-106.8908333
12/2/2010 18:15,us,fireball,300,44.2722222,-71.5394444
12/2/2010 19:00,us,circle,300,38.9905556,-77.0263889
12/2/2010 20:43,au,circle,600,-37.813938,144.963425
12/2/2010 21:30,us,light,1800,29.3625000,-100.8963889
12/2/2010 21:30,us,triangle,300,39.9000000,-79.7166667
1/22/2010 22:30,us,triangle,420,42.0750000,-72.0338889
1/22/2010 23:00,us,sphere,2400,30.0797222,-95.4169444
1/22/2010 23:20,us,unknown,30,41.2900000,-73.9208333
12/2/2010 23:22,us,other,5,40.8175000,-73.0005556
1/22/2011 00:00,us,triangle,2100,37.5552778,-86.0322222
12/2/2011 01:30,us,other,25,45.5236111,-122.6750000
12/2/2011 02:00,us,changing,600,35.2269444,-80.8433333
1/22/2011 06:30,us,teardrop,3600,32.4608333,-84.9877778
12/2/2011 06:30,us,light,152,46.6022222,-120.5047222
12/2/2011 11:00,ca,rectangle,300,45.483333,-75.65
1/22/2011 12:40,us,light,60,39.5358333,-76.3486111
12/2/2011 16:00,us,circle,300,39.9555556,-86.0138889
12/2/2011 17:20,us,light,10,40.5866667,-122.3905556
12/2/2011 18:10,us,fireball,12,35.4086111,-80.5797222
1/22/2011 18:30,us,triangle,15,29.9688889,-95.6969444
1/22/2011 18:45,us,cigar,180,41.1013889,-81.4419444
12/2/2011 19:00,us,diamond,60,39.7136111,-82.5994444
12/2/2011 19:00,us,unknown,10,35.6708333,-80.4744444
1/22/2011 19:15,us,formation,60,29.9688889,-95.6969444
1/22/2011 19:25,ca,fireball,900,48.916667,-123.7
1/22/2011 20:20,,light,15,40.21596,-75.67899
1/22/2011 20:35,us,oval,600,34.6080556,-82.1136111
1/22/2011 20:40,us,disk,3,38.8119444,-77.6366667
12/2/2011 21:00,,disk,600,33.036222,-85.032244
12/2/2011 21:10,us,chevron,60,39.5358333,-76.3486111
12/2/2011 21:20,,disk,10,33.036222,-85.032244
12/2/2011 21:30,us,circle,3600,26.2375000,-80.1250000
1/22/2011 21:35,us,unknown,180,44.0216667,-92.4697222
12/2/2011 22:00,us,rectangle,300,42.5936111,-83.5994444
12/2/2011 22:20,us,light,240,43.2397222,-73.0097222
12/2/2011 23:00,us,circle,600,42.3266667,-122.8744444
12/2/2011 23:00,us,fireball,3600,40.1933333,-85.3863889
12/2/2011 23:20,us,other,10,24.7705556,-80.9122222
12/2/2012 02:15,us,oval,60,39.3000000,-85.2222222
12/2/2012 06:15,us,formation,5,45.5236111,-122.6750000
12/2/2012 16:30,us,triangle,35,36.1750000,-115.1363889
12/2/2012 18:00,us,fireball,30,33.3200000,-87.9027778
1/22/2012 18:04,,formation,360,28.065067,-81.496786
1/22/2012 18:10,us,oval,300,28.5380556,-81.3794444
1/22/2012 19:30,us,circle,1200,29.1869444,-82.1402778
1/22/2012 20:10,us,circle,300,36.3133333,-82.3536111
1/22/2012 20:15,us,unknown,600,61.2180556,-149.9002778
12/2/2012 21:00,,oval,300,-26.866667,26.666667
1/22/2012 23:10,us,fireball,300,39.1619444,-84.4569444
1/22/2013 00:00,us,disk,300,39.9608333,-89.7238889
1/22/2013 01:00,,circle,3,39.864819,-75.425732
1/22/2013 01:00,us,rectangle,5,27.9655556,-82.8002778
12/2/2013 03:00,us,circle,3,35.3991667,-78.8161111
1/22/2013 05:25,us,triangle,240,32.7355556,-97.1077778
12/2/2013 05:30,us,chevron,10,37.9975000,-121.7113889
12/2/2013 05:30,us,unknown,4,42.1391667,-87.9288889
12/2/2013 05:51,us,fireball,360,28.5380556,-81.3794444
1/22/2013 06:30,us,light,600,34.6080556,-82.1136111
1/22/2013 15:43,us,circle,60,39.7391667,-104.9841667
12/2/2013 17:30,us,light,10,45.5236111,-122.6750000
12/2/2013 18:00,us,circle,300,28.6119444,-80.8077778
12/2/2013 19:00,us,circle,56000,38.0050000,-121.8047222
12/2/2013 19:00,us,sphere,600,32.7677778,-117.0222222
12/2/2013 19:22,us,changing,20,34.1705556,-118.8366667
12/2/2013 20:00,us,fireball,300,34.0522222,-118.2427778
12/2/2013 20:00,us,fireball,180,38.2541667,-85.7594444
12/2/2013 20:06,us,other,60,31.8275000,-107.6394444
1/22/2013 20:45,us,fireball,7,33.6888889,-78.8869444
1/22/2013 20:53,us,flash,7,33.6888889,-78.8869444
12/2/2013 22:10,us,fireball,60,30.2669444,-97.7427778
12/2/2013 22:50,us,light,900,39.1619444,-84.4569444
12/2/2013 23:30,,oval,5,49.183333,-122.85
1/22/2014 06:20,ca,,600,42.983333,-79.25
1/22/2014 08:45,us,sphere,25,28.7555556,-82.0950000
1/22/2014 10:00,us,other,2,26.1336111,-80.1133333
1/22/2014 10:30,us,,2,25.9869444,-80.2325000
1/22/2014 15:30,us,rectangle,120,34.0513889,-84.0713889
1/22/2014 16:45,us,light,30,39.0436111,-77.4877778
1/22/2014 17:15,us,circle,3600,39.1458333,-121.5902778
1/22/2014 18:00,us,light,1800,33.5091667,-111.8983333
1/22/2014 18:30,us,light,10,46.1383333,-122.9369444
1/22/2014 19:00,us,,1800,33.0580556,-112.0469444
1/22/2014 19:00,us,circle,20,27.8802778,-80.5005556
1/22/2014 19:37,us,teardrop,5,29.7027778,-98.1241667
1/22/2014 20:00,us,circle,15,29.7630556,-95.3630556
1/22/2014 20:00,,disk,60,62.278648,12.340171
1/22/2014 21:15,us,light,60,25.8572222,-80.2783333
1/22/2014 21:35,us,light,90,40.8022222,-124.1625000
12/22/1965 09:00,us,formation,180,29.7630556,-95.3630556
12/22/1988 03:55,us,changing,7200,38.4405556,-122.7133333
12/22/1989 03:00,us,light,300,43.1755556,-76.1197222
12/22/1994 19:00,,light,1200,53.219384,6.566502
12/22/1996 01:45,us,,2,39.5297222,-119.8127778
12/22/1996 01:45,us,other,3,39.5297222,-119.8127778
12/22/1996 12:30,us,other,120,41.4047222,-81.7230556
12/22/1998 07:25,us,oval,6,39.7391667,-104.9841667
12/22/1998 12:00,us,unknown,300,45.3194444,-93.2022222
12/22/1998 18:30,us,sphere,900,33.4483333,-112.0733333
12/22/1998 20:05,us,circle,0.5,39.7683333,-86.1580556
12/22/1998 21:00,us,changing,9000,34.2569444,-85.1647222
12/22/1999 02:00,us,disk,10,30.3319444,-81.6558333
12/22/1999 06:30,us,light,420,39.6569444,-87.3980556
12/22/1999 07:00,us,diamond,14400,43.3733333,-89.6233333
12/22/1999 07:30,us,formation,420,40.7608333,-111.8902778
12/22/1999 10:05,us,flash,120,34.5036111,-93.0550000
12/22/1999 19:00,us,unknown,2400,40.7141667,-74.0063889
12/22/1999 19:14,us,triangle,15,41.4819444,-74.9863889
12/22/1999 19:15,us,light,120,32.3808333,-106.4788889
12/22/1999 22:30,us,other,12,30.4505556,-91.1544444
12/22/2000 03:00,,circle,30,40.381806,49.830253
12/22/2000 03:00,,circle,13,29.591768,52.583698
12/22/2000 03:30,us,light,1200,36.0083333,-119.9608333
12/22/2000 14:25,ca,sphere,10,42.983333,-81.25
12/22/2001 03:06,ca,light,300,49.783333,-112.15
12/22/2001 12:30,us,sphere,300,46.1880556,-123.8300000
12/22/2001 15:08,us,oval,15,41.2888889,-72.6822222
12/22/2001 16:40,us,sphere,900,34.6172222,-79.6850000
12/22/2002 01:30,us,triangle,15,43.0388889,-87.9063889
12/22/2002 14:20,us,disk,300,45.5236111,-122.6750000
12/22/2002 21:00,us,light,2,37.5586111,-122.2700000
12/22/2003 02:30,gb,light,300,55.833333,-3.083333
12/22/2003 09:00,us,changing,60,34.5794444,-118.1155556
12/22/2003 13:00,us,chevron,1200,30.2263889,-93.2172222
12/22/2003 13:30,us,circle,240,19.4975000,-154.9508333
12/22/2003 17:00,us,light,2,40.5866667,-122.3905556
12/22/2003 17:56,gb,sphere,60,51.833333,-2.166667
12/22/2003 18:00,us,other,20,43.0730556,-89.4011111
12/22/2003 20:38,us,fireball,3,47.5405556,-122.6350000
12/22/2003 23:00,us,triangle,300,38.6358333,-77.4380556
12/22/2004 01:00,us,unknown,2,40.2413889,-75.2841667
12/22/2004 07:55,,flash,120,17.712475,-64.881535
12/22/2004 16:39,ca,cigar,120,49.25,-123.133333
12/22/2004 20:30,us,unknown,600,45.5236111,-122.6750000
12/22/2004 21:00,gb,flash,3,52.466667,-1.916667
12/22/2004 23:00,us,unknown,300,36.1538889,-95.9925000
12/22/2004 24:00,gb,cigar,240,51.75,-1.25
12/22/2005 00:00,us,fireball,300,43.3772222,-73.6136111
12/22/2005 17:00,us,changing,600,36.8055556,-114.0663889
12/22/2005 19:10,us,egg,3,34.4963889,-118.3247222
12/22/2005 19:30,us,circle,7200,38.8683333,-107.5913889
12/22/2005 20:00,us,unknown,600,41.0247222,-89.4111111
12/22/2005 20:40,,triangle,900,41.034262,-93.766759
12/22/2005 21:30,au,circle,7200,-38.153461,144.358093
12/22/2005 21:40,us,triangle,900,41.0338889,-93.7652778
12/22/2006 04:45,,egg,60,32.975,-89.38
12/22/2006 18:00,,triangle,120,51.153662,-0.182063
12/22/2006 22:30,us,light,7200,40.4163889,-120.6519444
12/22/2007 05:00,us,light,180,41.2200000,-74.8716667
12/22/2007 05:00,us,changing,1800,35.5322222,-97.9547222
12/22/2007 18:00,us,light,300,32.7152778,-117.1563889
12/22/2007 18:05,us,light,180,32.7152778,-117.1563889
12/22/2007 18:15,us,sphere,7,40.6533333,-80.0797222
12/22/2007 19:00,ca,unknown,3,53.55,-113.5
12/22/2007 19:20,us,triangle,300,40.1488889,-79.5413889
12/22/2007 20:00,us,light,300,32.7152778,-117.1563889
12/22/2007 21:30,us,unknown,300,33.5805556,-112.2366667
12/22/2008 03:43,us,oval,240,35.4675000,-97.5161111
12/22/2008 06:50,us,unknown,5,39.5297222,-119.8127778
12/22/2008 13:00,us,fireball,180,46.5436111,-87.3952778
12/22/2008 16:25,us,circle,60,47.6063889,-122.3308333
12/22/2008 17:00,us,triangle,60,42.2458333,-84.4013889
12/22/2008 17:15,us,triangle,300,39.6363889,-74.8027778
12/22/2008 18:07,gb,light,240,53.333333,.25
12/22/2008 18:45,us,light,720,33.6602778,-117.9983333
12/22/2008 20:00,,oval,240,-6.6,106.8
12/22/2008 20:30,,light,90,19.639994,-155.996926
12/22/2008 21:00,us,light,360,42.4375000,-122.8577778
12/22/2009 04:01,gb,triangle,5,53.55,-2.116667
12/22/2009 16:00,us,triangle,300,44.5736111,-68.7961111
12/22/2009 20:25,,formation,180,39.921798,-76.961456
12/22/2009 21:00,us,light,30,39.7327778,-78.8505556
12/22/2009 22:45,us,light,600,35.8238889,-80.2536111
12/22/2009 23:32,,unknown,60,50.702803,14.801027
12/22/2010 10:37,us,changing,120,29.7630556,-95.3630556
12/22/2010 19:20,us,sphere,600,40.5583333,-85.6591667
12/22/2011 00:57,us,fireball,600,39.0061111,-77.4288889
12/22/2011 05:00,ca,cylinder,5,51.083333,-114.083333
12/22/2011 08:37,us,light,120,43.6136111,-116.2025000
12/22/2011 17:45,us,cigar,120,39.2902778,-76.6125000
12/22/2011 18:00,us,sphere,21600,48.3636111,-120.1211111
12/22/2011 18:20,,light,3000,-0.95,100.353056
12/22/2011 18:51,us,other,600,33.6694444,-117.8222222
12/22/2011 18:57,us,light,780,39.4402778,-84.3622222
12/22/2011 19:00,us,sphere,300,40.1797222,-76.1791667
