name,mass,year,reclat,reclong
Dhofar 266,85.6,2001,18.757830,54.436500
Dhofar 267,1910,2000,18.326670,54.218330
Dhofar 268,124,2000,18.901670,54.561670
Dhofar 269,2006,2000,19.038330,54.515000
Dhofar 270,50,2001,18.328330,54.151670
Dhofar 271,1335,2000,18.265000,54.045000
Dhofar 272,2073,2001,18.438330,54.118330
Dhofar 273,2085,2001,18.375000,54.148330
Dhofar 274,2475,2001,18.063330,54.050000
Dhofar 275,353,2001,19.151670,54.775000
Dhofar 276,7285,2001,18.650000,54.135000
Dhofar 277,1930,2001,18.348330,54.336670
Dhofar 278,1666,2001,18.668330,54.666670
Dhofar 279,1932,2001,18.265000,54.338330
Dhofar 280,251.2,2001,19.326670,54.783330
Dhofar 281,4936,2001,18.575000,54.298330
Dhofar 282,928,2001,19.033330,54.628330
Dhofar 283,1788,2001,18.440000,54.018330
Dhofar 284,1337,2001,18.463330,54.030000
Dhofar 285,216,2001,18.433330,54.170000
Dhofar 286,1453,2001,18.126670,54.115000
Dhofar 287,154,2001,18.403330,54.146670
Dhofar 288,996,2001,18.493330,54.133330
Dhofar 289,1180,2001,18.333330,54.193330
Dhofar 290,62,2001,19.315000,54.843330
Dhofar 291,1164,2000,18.248330,54.103330
Dhofar 292,804,2000,19.368330,54.680000
Dhofar 293,2366,2001,19.106670,54.858330
Dhofar 294,5988,2001,18.613330,54.500000
Dhofar 295,48,2002,19.208330,54.640000
Dhofar 296,1412,2000,19.328330,54.700000
Dhofar 297,698,2001,18.471670,54.153330
Dhofar 298,677,2001,18.176670,54.263330
Dhofar 299,410,2001,18.546670,54.310000
Dhofar 300,624,2001,18.403330,54.143330
Dhofar 301,9,2001,18.401670,54.148330
Dhofar 302,3.83,2001,19.326670,54.785000
Dhofar 303,4.15,2001,19.330000,54.783330
Dhofar 304,10,2001,18.403330,54.150000
Dhofar 305,34.11,2001,19.330000,54.783330
Dhofar 306,12.86,2001,19.328330,54.785000
Dhofar 307,50,2001,19.328330,54.781670
Dhofar 308,2,2001,18.403330,54.150000
Dhofar 309,81.3,2002,19.326670,54.788330
Dhofar 310,10.8,2002,19.328330,54.785000
Dhofar 311,4,2001,19.326670,54.783330
Dhofar 312,354,2001,18.988330,54.605000
Dhofar 313,200,2001,18.451670,54.031670
Dhofar 314,501,2001,19.318330,54.730000
Dhofar 315,411.25,2001,19.353330,54.825000
Dhofar 316,3215,2001,19.155000,54.786670
Dhofar 317,2897,2001,18.588330,54.018330
Dhofar 318,522,2001,18.180000,54.175000
Dhofar 319,416,2000,18.570000,54.286670
Dhofar 320,413,2001,19.038330,54.611670
Dhofar 321,594,2001,18.348330,54.286670
Dhofar 322,658,2000,18.336670,54.221670
Dhofar 323,688,2001,18.218330,54.106670
Dhofar 324,448,2001,18.903330,54.578330
Dhofar 325,584,2001,18.481670,54.135000
Dhofar 326,618,2000,19.033330,54.515000
Dhofar 327,421,2001,18.388330,54.133330
Dhofar 328,536,2000,18.980000,54.405000
Dhofar 329,475,2000,18.918330,54.578330
Dhofar 330,156,2002,19.381670,54.593330
Dhofar 331,946,2000,18.141670,54.086670
Dhofar 332,794,2000,18.268330,54.121670
Dhofar 333,410,2000,18.375000,54.138330
Dhofar 334,973,2000,19.056670,54.698330
Dhofar 335,555,2000,18.973330,54.688330
Dhofar 336,468,2001,18.755000,54.580000
Dhofar 337,580,2001,18.726670,54.675000
Dhofar 338,1140,2001,18.761670,54.703330
Dhofar 339,94,2001,18.640000,54.560000
Dhofar 340,236,2000,18.888330,54.756670
Dhofar 341,116,2000,19.328330,54.705000
Dhofar 342,58,2001,18.328330,54.035000
Dhofar 343,62,2001,18.345000,54.196670
Dhofar 344,76,2001,18.443330,54.216670
Dhofar 345,31,2000,19.116670,54.808330
Dhofar 346,1345,2001,18.915000,54.600000
Dhofar 347,62,2001,18.573330,54.456670
Dhofar 348,419,2001,18.483330,54.325000
Dhofar 349,412,2001,18.455000,54.280000
Dhofar 350,112,2001,18.821670,54.226670
Dhofar 351,258,2000,19.239020,54.825630
Dhofar 352,207,2000,18.674370,54.541800
Dhofar 353,666,2000,18.667600,54.604920
Dhofar 354,810,2000,18.659170,54.729600
Dhofar 355,641,2000,18.637750,54.730050
Dhofar 356,1372,2000,18.637680,54.731320
Dhofar 357,308,2000,18.635380,54.731050
Dhofar 358,185,2000,18.611570,54.734200
Dhofar 359,569,2000,18.430850,54.456380
Dhofar 360,15300,2000,19.040020,54.783830
Dhofar 361,1715,2000,19.032720,54.857480
Dhofar 362,615,2000,19.034520,54.846020
Dhofar 364,307,2000,19.091320,54.794650
Dhofar 365,4623,2000,19.091380,54.794830
Dhofar 366,450,2000,18.999680,54.911480
Dhofar 367,147,2000,19.057730,54.825130
Dhofar 368,105.3,2000,19.073480,54.805330
Dhofar 369,269,2000,19.079050,54.793950
Dhofar 370,336,2000,19.078280,54.787120
Dhofar 371,852,2000,18.547980,54.676920
Dhofar 372,246,2000,18.652330,54.734620
Dhofar 373,383,2000,18.652120,54.745580
Dhofar 374,424,2000,18.701820,54.792280
Dhofar 375,6933,2000,19.038220,54.794230
Dhofar 376,370,2000,19.091870,54.795950
Dhofar 377,92.6,2000,19.120630,54.823430
Dhofar 378,15,2000,18.158330,54.113330
Dhofar 379,25000,2000,19.008400,54.769130
Dhofar 380,111,2001,19.107450,54.809670
Dhofar 381,680,2001,19.106330,54.817350
Dhofar 382,151,2001,19.106330,54.817330
Dhofar 383,139,2001,19.107300,54.817520
Dhofar 384,49,2001,19.106770,54.820850
Dhofar 385,480,2001,19.112030,54.805900
Dhofar 386,138,2001,19.103220,54.794330
Dhofar 387,491,2001,19.105930,54.810280
Dhofar 388,126,2001,19.108950,54.814520
Dhofar 389,160,2001,19.108470,54.799450
Dhofar 390,54,2001,19.133530,54.809950
Dhofar 391,284,2001,19.107420,54.819500
Dhofar 392,131,2001,19.133330,54.818270
Dhofar 393,5000,2001,19.139220,54.833120
Dhofar 394,1057,2001,19.036120,54.888050
Dhofar 395,1168,2001,19.036420,54.885350
Dhofar 396,1033,2001,19.035850,54.885230
Dhofar 397,1176,2001,19.038800,54.881970
Dhofar 398,574,2001,19.094900,54.802530
Dhofar 399,283,2001,18.220900,54.701180
Dhofar 400,492,2001,19.288180,54.539100
Dhofar 401,1304,2001,19.300180,54.533200
Dhofar 402,140,2001,19.300170,54.535720
Dhofar 403,409,2001,19.293630,54.538030
Dhofar 404,594,2001,19.300420,54.530870
Dhofar 405,8000,2001,19.302300,54.530870
Dhofar 407,403,2001,19.285030,54.534130
Dhofar 408,2355,2001,18.687400,54.126480
Dhofar 409,162,2001,18.703880,54.203180
Dhofar 410,620,2001,18.741420,54.193300
Dhofar 412,478,2001,18.821300,54.347470
Dhofar 414,5156,2001,18.771530,54.242880
Dhofar 416,281,2001,18.764270,54.233250
Dhofar 417,161,2001,18.763920,54.231320
Dhofar 418,958,2001,18.814850,54.428200
Dhofar 419,68,2001,18.762720,54.278380
Dhofar 420,966,2001,18.762720,54.278380
Dhofar 421,337,2001,18.771780,54.227350
Dhofar 422,90,2001,18.616250,54.735230
Dhofar 423,362,2001,18.616900,54.730170
Dhofar 424,67,2001,18.618000,54.726920
Dhofar 425,248,2001,18.627050,54.709330
Dhofar 426,196,2001,18.708280,54.574850
Dhofar 428,526,2001,18.789900,54.488520
Dhofar 429,189,2001,18.808720,54.504950
Dhofar 430,182,2001,18.903430,54.639000
Dhofar 431,446,2001,18.780950,54.780200
Dhofar 432,986,2001,18.620300,54.642830
Dhofar 433,615,2001,18.636180,54.529350
Dhofar 434,169,2001,18.746530,54.412420
Dhofar 435,6800,2001,18.887100,54.525050
Dhofar 436,209,2001,18.917280,54.711430
Dhofar 437,446,2001,18.806800,54.439330
Dhofar 438,566,2001,18.795450,54.581900
Dhofar 439,536,2001,18.751680,54.363530
Dhofar 440,108,2001,18.751300,54.363420
Dhofar 442,395,2001,18.862480,54.430000
Dhofar 444,1469,2001,18.908380,54.479700
Dhofar 445,240,2001,18.907330,54.492550
Dhofar 446,12400,2001,18.938050,54.686580
Dhofar 448,391,2001,18.899420,54.539570
Dhofar 449,74,2001,18.905730,54.508850
Dhofar 450,104,2001,18.913500,54.483800
Dhofar 451,745,2001,18.910800,54.474930
Dhofar 452,43,2001,18.806770,54.387250
Dhofar 453,482,2001,18.754950,54.414450
Dhofar 454,80,2001,18.935930,54.631050
Dhofar 455,63,2001,19.018270,54.398770
Dhofar 457,99.5,2001,18.248350,54.001600
Dhofar 458,36.700000000000003,2001,18.248620,54.002420
Dhofar 459,31.5,2001,18.248570,54.003370
Dhofar 460,73.099999999999994,2001,18.249420,54.007270
Dhofar 461,33.700000000000003,2001,18.244700,53.997800
Dhofar 462,44.7,2001,18.246670,54.001880
Dhofar 463,24.3,2001,18.246800,54.002420
Dhofar 464,22.3,2001,18.249600,53.994370
Dhofar 465,70.7,2001,18.247220,54.006280
Dhofar 466,69.2,2001,18.246900,53.996200
Dhofar 467,36.200000000000003,2001,18.253770,54.000770
Dhofar 468,18.899999999999999,2001,18.256500,53.992080
Dhofar 469,309,2001,19.240900,54.936940
Dhofar 470,1280,2001,19.050830,54.701670
Dhofar 471,158,2001,19.255570,54.835830
Dhofar 472,57.1,2001,19.150560,54.735560
Dhofar 473,145,2001,19.175970,54.764170
Dhofar 474,747,2001,19.167780,54.768060
Dhofar 475,550,2001,19.102500,54.801110
Dhofar 476,160,2001,19.110230,54.885280
Dhofar 477,3796,2001,19.185560,54.884170
Dhofar 478,2683,2001,19.168610,54.616670
Dhofar 479,2512,2001,19.201110,54.651940
Dhofar 480,101,2001,19.138280,54.898890
Dhofar 481,120,2001,19.165850,54.752220
Dhofar 482,380,2001,19.150830,54.683330
Dhofar 483,817,2001,19.101670,54.818060
Dhofar 484,383,2001,19.110450,54.873890
Dhofar 485,1558,2001,19.100830,54.783610
Dhofar 486,855,2001,19.111020,54.921110
Dhofar 487,3549,2001,19.151940,54.766670
Dhofar 488,652,2001,19.106180,55.045830
Dhofar 489,34.4,2001,19.416670,54.583330
Dhofar 490,34.049999999999997,2001,18.716670,54.450000
Dhofar 491,310,2001,18.586670,54.396670
Dhofar 492,281,2001,18.711670,54.653330
Dhofar 493,32,2001,19.146670,54.580000
Dhofar 494,31,2001,19.150000,54.583330
Dhofar 495,3184,2001,19.158330,54.575000
Dhofar 496,354,2000,18.155000,54.111670
Dhofar 497,710,2000,18.966670,54.641670
Dhofar 498,476,2000,18.723330,54.865000
Dhofar 499,87,2001,19.028330,54.548330
Dhofar 500,116,2000,18.386670,54.203330
Dhofar 501,104,2000,18.350000,54.195000
Dhofar 502,240,2000,18.388330,54.291670
Dhofar 503,320,2000,18.581670,54.405000
Dhofar 504,331,2000,18.735000,54.368330
Dhofar 505,375,2000,18.298330,54.193330
Dhofar 506,340,2000,18.308330,54.173330
Dhofar 507,288,2000,18.328330,54.193330
Dhofar 508,270,2000,18.911670,54.475000
Dhofar 509,238,2000,18.140000,54.070000
Dhofar 510,186,2000,18.913330,54.361670
Dhofar 511,52,2000,18.956670,54.385000
Dhofar 512,263.5,2000,18.810000,54.261670
Dhofar 513,434,2000,18.335000,54.200000
Dhofar 514,160,2000,18.800000,54.248330
Dhofar 515,315,2000,19.006670,54.393330
Dhofar 516,145,2000,18.875000,54.466670
Dhofar 517,260,2000,18.925000,54.458330
Dhofar 518,247,2000,18.706670,54.380000
Dhofar 519,98,2000,18.896670,54.538330
Dhofar 520,48,2000,18.858330,54.713330
Dhofar 521,386,2000,19.173330,54.870000
Dhofar 522,186,2000,18.240000,54.168330
Dhofar 523,74,2000,19.396670,54.728330
Dhofar 524,204,2000,19.098330,54.500000
Dhofar 525,50,2000,18.238330,54.136670
Dhofar 526,346,2000,19.338330,54.676670
Dhofar 527,172,2001,18.276670,54.135000
Dhofar 528,374,2001,18.366670,54.151670
Dhofar 529,368,2001,18.373330,54.130000
Dhofar 530,240,2001,18.370000,54.233330
Dhofar 531,258,2001,18.433330,54.108330
Dhofar 532,86,2001,18.420000,54.246670
Dhofar 533,308,2000,18.178330,54.181670
Dhofar 534,173,2001,19.196670,54.703330
Dhofar 535,204,2000,19.333330,54.795000
Dhofar 536,5,2001,18.316670,54.148330
Dhofar 537,14,2001,18.898330,54.705000
Dhofar 538,230,2002,19.338330,54.605000
Dhofar 539,102,2001,18.188330,54.166670
Dhofar 540,104,2001,18.560000,54.105000
Dhofar 541,1233.3,2000,18.334330,54.180670
Dhofar 542,43.3,2000,18.808330,54.472170
Dhofar 543,265,2001,19.274610,54.459390
Dhofar 544,2392,2001,19.315280,54.517860
Dhofar 545,513,2001,19.352250,54.638280
Dhofar 546,777,2001,19.305940,54.544940
Dhofar 547,514,2001,19.379190,54.167860
Dhofar 548,3677,2001,19.349170,54.568330
Dhofar 549,250,2001,18.709530,54.364650
Dhofar 550,280,2001,18.841350,54.563400
Dhofar 551,181,2001,18.717280,54.359020
Dhofar 552,362,2001,18.716600,54.367530
Dhofar 553,604,2001,18.722680,54.375600
Dhofar 554,751,2001,18.722370,54.378400
Dhofar 555,223,2001,18.716530,54.369150
Dhofar 556,247,2001,18.718970,54.369530
Dhofar 557,859,2001,18.726630,54.374520
Dhofar 558,680,2001,18.730280,54.379480
Dhofar 559,113,2001,18.718480,54.220000
Dhofar 560,593,2001,18.726070,54.380830
Dhofar 561,692,2001,18.727100,54.370720
Dhofar 562,1100,2001,18.727450,54.385480
Dhofar 563,242,2001,18.719750,54.378380
Dhofar 564,283,2001,18.718630,54.379520
Dhofar 565,466,2001,18.818570,54.374430
Dhofar 566,215,2001,18.712720,54.373880
Dhofar 567,328,2001,18.712800,54.378420
Dhofar 568,65,2001,18.713200,54.374580
Dhofar 569,56,2001,18.709500,54.541320
Dhofar 570,73,2001,18.701150,54.369070
Dhofar 571,371,2001,18.719050,54.369620
Dhofar 572,289,2001,18.702920,54.367080
Dhofar 573,55,2001,18.701730,54.366420
Dhofar 574,687,2001,18.728100,54.381030
Dhofar 575,127,2001,18.671000,54.420170
Dhofar 576,183,2001,18.679850,54.411970
Dhofar 577,494,2001,18.681100,54.398330
Dhofar 578,108,2001,18.766280,54.660630
Dhofar 579,206,2001,18.719830,54.196950
Dhofar 580,812,2001,18.715050,54.196820
Dhofar 582,473,2001,18.723470,54.191850
Dhofar 583,1378,2001,18.724950,54.187200
Dhofar 587,537,2001,18.724600,54.191620
Dhofar 588,226,2001,18.699550,54.196630
Dhofar 589,83,2001,18.701030,54.185730
Dhofar 590,379,2001,18.705630,54.181520
Dhofar 591,215,2001,18.692170,54.201400
Dhofar 592,108,2001,18.692380,54.190850
Dhofar 593,182,2001,18.738600,54.212050
Dhofar 594,1806,2001,18.724700,54.395030
Dhofar 595,334,2001,18.740120,54.373280
Dhofar 596,764,2001,18.739500,54.373570
Dhofar 597,723,2001,18.742250,54.379870
Dhofar 598,36,2001,18.440000,54.479350
Dhofar 599,465,2001,18.690870,54.704800
Dhofar 600,183,2001,18.691200,54.683600
Dhofar 601,226,2001,18.688050,54.678730
Dhofar 602,137,2001,18.707120,54.183050
Dhofar 603,245,2001,18.729130,54.187480
Dhofar 604,300,2001,18.788800,54.418630
Dhofar 605,469,2001,18.717680,54.199920
Dhofar 606,259,2001,18.725450,54.187230
Dhofar 607,5000,2001,18.728800,54.190530
Dhofar 608,95,2001,18.735670,54.192130
Dhofar 609,97,2001,18.737300,54.195370
Dhofar 610,176,2001,18.740470,54.199650
Dhofar 611,99,2001,19.138920,54.881430
Dhofar 612,559,2001,19.144650,54.882520
Dhofar 613,482,2001,19.153620,54.712680
Dhofar 614,197,2001,19.257750,54.781920
Dhofar 615,966,2001,19.178630,54.892850
Dhofar 616,68,2001,19.240680,54.892850
Dhofar 617,7395,2001,19.161000,54.706450
Dhofar 618,51,2001,19.201820,54.783730
Dhofar 619,140,2001,19.141450,54.659300
Dhofar 620,154,2001,19.166670,54.656880
Dhofar 621,206,2001,19.324580,54.823900
Dhofar 622,60,2001,19.227870,54.853680
Dhofar 623,147,2001,19.185530,54.657970
Dhofar 624,1332,2001,19.120120,54.814000
Dhofar 625,314,2001,19.112830,54.823630
Dhofar 626,332,2001,19.116080,54.822830
Dhofar 627,361,2001,19.112120,54.820220
Dhofar 628,2220,2001,19.106000,54.814380
Dhofar 629,830,2001,19.109480,54.816200
Dhofar 630,146,2001,19.107900,54.812670
Dhofar 631,1395,2001,19.109820,54.817380
Dhofar 632,79,2001,19.114120,54.816420
Dhofar 633,43,2001,19.107270,54.607270
Dhofar 634,436,2001,19.111070,54.615570
Dhofar 635,261,2001,19.068200,54.775130
Dhofar 636,718,2001,19.198200,54.882270
Dhofar 637,251,2001,19.195800,54.861900
Dhofar 638,103,2001,19.202770,54.655620
Dhofar 639,1521,2001,19.202770,54.600480
Dhofar 640,64,2001,19.137880,54.667020
Dhofar 641,72,2001,19.178650,54.698080
Dhofar 642,135,2001,18.192820,53.808020
Dhofar 643,124,2001,18.650650,53.924920
Dhofar 644,704,2001,18.660800,53.904570
Dhofar 645,48,2001,18.962050,54.145420
Dhofar 646,3518,2001,18.994200,54.181370
Dhofar 647,147,2001,19.181550,54.687380
Dhofar 648,133,2001,19.189470,54.641980
Dhofar 649,33,2001,19.193650,54.637470
Dhofar 650,114,2001,19.193650,54.776600
Dhofar 651,218,2001,19.203720,54.776570
Dhofar 652,44,2001,19.105480,54.838080
Dhofar 653,1308,2001,19.107950,54.810000
Dhofar 654,167,2001,19.107100,54.816380
Dhofar 655,400,2001,19.119530,54.835630
Dhofar 656,724,2001,19.091070,54.796280
Dhofar 657,652,2001,19.099150,54.800730
Dhofar 658,225,2001,19.107300,54.786770
Dhofar 659,275,2001,19.120720,54.778670
Dhofar 660,963,2001,19.126570,54.802970
Dhofar 661,95,2001,19.090420,54.087530
Dhofar 662,1511,2001,19.098150,54.806620
Dhofar 663,633,2001,19.098000,54.803570
Dhofar 664,988,2001,19.104600,54.809450
Dhofar 665,233,2001,19.107770,54.812220
Dhofar 666,94,2001,19.120230,54.796980
Dhofar 667,424,2001,19.116280,54.809500
Dhofar 668,500,2001,19.100500,54.772920
Dhofar 669,425,2001,19.099080,54.806700
Dhofar 670,633,2001,19.100970,54.806880
Dhofar 671,81,2001,19.085370,54.751280
Dhofar 672,453,2001,19.203180,54.605550
Dhofar 673,1493,2001,19.206300,54.608300
Dhofar 674,852,2001,19.213050,54.610980
Dhofar 675,40,2001,19.213300,54.629080
Dhofar 676,110,2001,19.221570,54.624780
Dhofar 677,533,2001,19.223980,54.632230
Dhofar 678,698,2001,19.266300,54.671400
Dhofar 679,1653,2001,19.271630,54.669570
Dhofar 680,69,2001,19.293300,54.687300
Dhofar 681,109,2001,19.303170,54.698500
Dhofar 682,116,2001,19.312450,54.711870
Dhofar 683,126,2001,19.306970,54.713550
Dhofar 684,405,2001,19.312680,54.718900
Dhofar 685,379,2001,19.345380,54.735050
Dhofar 686,530,2001,19.344500,54.728350
Dhofar 687,945,2001,19.341500,54.724970
Dhofar 688,513,2001,19.353350,54.740200
Dhofar 689,503,2001,19.375130,54.748530
Dhofar 690,1769,2001,19.411800,54.761880
Dhofar 691,428,2001,19.406720,54.758220
Dhofar 692,53,2001,19.413620,54.768670
Dhofar 693,101,2001,19.421200,54.795200
Dhofar 694,147,2001,19.429770,54.803970
Dhofar 695,702,2002,19.281670,54.830000
Dhofar 696,233,2002,19.236670,54.758330
Dhofar 697,409,2002,19.383330,54.595000
Dhofar 698,268,2001,19.187000,54.777330
Dhofar 699,444,2002,19.103330,54.828330
Dhofar 700,2770,2002,19.308330,54.551670
Dhofar 701,220,2002,19.148330,54.803330
Dhofar 702,2878,2002,19.165000,54.776670
Dhofar 703,205,2001,19.173330,54.875000
Dhofar 704,280,2001,18.891670,54.586670
Dhofar 705,283,2001,18.816670,54.261670
Dhofar 706,255,2001,19.053330,54.533330
Dhofar 707,205,2001,18.425000,54.160000
Dhofar 708,209,2001,18.345000,54.175000
Dhofar 709,336,2001,18.385000,54.135000
Dhofar 710,182,2001,18.460000,54.006670
Dhofar 711,370,2001,18.498330,54.043330
Dhofar 712,577,2001,18.698330,54.613330
Dhofar 713,362,2001,18.715000,54.358330
Dhofar 714,207,2000,18.251670,54.425000
Dhofar 715,252,2000,18.900000,54.400000
Dhofar 716,361,2001,19.166670,54.583330
Dhofar 717,6,2001,19.326670,54.785000
Dhofar 718,38,2002,19.313330,54.851670
Dhofar 719,12,2002,19.255000,54.800000
Dhofar 720,392,2000,18.945000,54.895000
Dhofar 721,13605,2001,18.791670,54.153330
Dhofar 722,230,2001,18.686670,54.533330
Dhofar 723,166,2001,18.683330,54.218330
Dhofar 724,48,2001,19.146670,54.586670
Dhofar 725,14,2001,19.150000,54.576670
Dhofar 726,262,2001,19.341670,54.733330
Dhofar 727,329,2001,19.343330,54.733330
Dhofar 730,108,2002,19.325000,54.791670
Dhofar 731,36,2002,19.333330,54.795000
Dhofar 732,17,2002,19.405000,54.578330
Dhofar 733,98,2002,18.588330,54.230000
Dhofar 735,381,2002,19.068330,54.780000
Dhofar 743,141,2002,19.193330,54.701670
Dhofar 744,132,2002,19.260000,54.805000
Dhofar 745,3600,2000,18.886370,54.654520
Dhofar 746,969,2000,18.275620,54.321820
Dhofar 747,1555,2000,18.795650,54.739530
Dhofar 748,1030,2000,18.771520,54.716380
Dhofar 749,1730,2000,18.877300,54.780350
Dhofar 750,742,2000,18.837830,54.671170
Dhofar 751,1155,2000,18.892130,54.712850
Dhofar 752,444,2000,18.727430,54.767050
Dhofar 753,550,2000,18.265850,54.321070
Dhofar 754,538,2000,18.853670,54.647050
Dhofar 755,547,2000,18.316670,54.235780
Dhofar 756,362,2000,18.421120,54.588530
Dhofar 757,471,2000,18.853830,54.647000
Dhofar 758,253,2000,18.964500,54.757220
Dhofar 759,441,2000,18.731270,54.820030
Dhofar 760,163,2000,18.944550,54.674030
Dhofar 761,107,2000,19.060580,54.521130
Dhofar 762,235,2000,18.751330,54.719080
Dhofar 763,190,2000,18.864920,54.649720
Dhofar 764,195,2000,18.830620,54.766450
Dhofar 765,135,2000,18.943620,54.670670
Dhofar 766,152,2000,18.277600,54.323580
Dhofar 767,317,2000,18.832300,54.765830
Dhofar 768,195,2000,18.819280,54.614270
Dhofar 769,250,2000,18.962650,54.751080
Dhofar 770,376,2000,18.245000,54.409120
Dhofar 771,114,2000,18.850120,54.623270
Dhofar 772,9187,2000,19.085500,54.762430
Dhofar 773,295,2000,18.847300,54.535380
Dhofar 774,115,2000,18.692250,54.591180
Dhofar 775,212,2000,18.903330,54.704520
Dhofar 776,121,2000,18.862080,54.679370
Dhofar 777,102,2000,18.841220,54.756400
Dhofar 778,156,2000,18.725420,54.730480
Dhofar 779,126,2000,18.941370,54.695450
Dhofar 780,1856,2000,19.721370,54.678970
Dhofar 781,1200,2000,18.571350,54.714780
Dhofar 782,708,2000,18.412120,54.628930
Dhofar 783,426,2000,18.620470,54.715450
Dhofar 784,590,2000,18.954720,54.804680
Dhofar 785,98.45,2001,19.082350,54.452280
Dhofar 786,36.33,2001,19.066930,54.519320
Dhofar 787,382.5,2001,19.029220,54.544730
Dhofar 788,274.38,2001,19.029480,54.544370
Dhofar 789,430.54,2001,19.037920,54.537030
Dhofar 790,20.45,2001,19.066320,54.521970
Dhofar 791,146.52000000000001,2001,19.069430,54.521350
Dhofar 792,519.02,2001,19.068430,54.535020
Dhofar 793,151.13,2001,19.041830,54.556470
Dhofar 794,431.81,2001,19.051620,54.463380
Dhofar 795,32.18,2001,19.048700,54.529100
Dhofar 796,246.38,2001,19.059070,54.536930
Dhofar 797,132.19,2001,19.060400,54.536720
Dhofar 798,18.43,2001,19.060500,54.536770
Dhofar 799,56.11,2001,19.070400,54.538380
Dhofar 800,55.88,2001,19.062520,54.550480
Dhofar 801,119.15,2001,19.055680,54.551080
Dhofar 802,199.43,2001,19.052330,54.541950
Dhofar 803,22.43,2001,19.058600,54.535030
Dhofar 804,44.4,2001,19.061550,54.534620
Dhofar 805,237.94,2001,18.919250,54.266920
Dhofar 806,117.24,2001,18.565280,54.080700
Dhofar 807,1260,2001,18.504280,54.085900
Dhofar 808,2.5,2001,18.179980,54.203670
Dhofar 809,25.42,2001,18.564500,54.096270
Dhofar 810,82.57,2001,18.560950,54.099830
Dhofar 811,19.32,2001,18.558100,54.103900
Dhofar 812,24.87,2001,18.562400,54.108950
Dhofar 813,75.87,2001,18.549700,54.120230
Dhofar 814,99.81,2001,18.962200,54.590120
Dhofar 815,89.45,2001,18.962200,54.590120
Dhofar 816,23.86,2001,18.979230,54.628180
Dhofar 817,164.75,2001,19.019820,54.513980
Dhofar 818,82.43,2001,19.025420,54.506330
Dhofar 819,72.14,2001,19.040280,54.493870
Dhofar 820,49.3,2001,19.045870,54.494520
Dhofar 821,133.22,2001,19.045600,54.494000
Dhofar 822,39.299999999999997,2001,19.048920,54.492670
Dhofar 823,23.33,2001,19.050250,54.492420
Dhofar 824,12.05,2001,19.060130,54.531820
Dhofar 825,50.44,2001,19.060270,54.543480
Dhofar 826,63.98,2001,19.060450,54.543670
Dhofar 827,134.99,2001,19.058770,54.547380
Dhofar 828,225.86,2001,19.059780,54.562680
Dhofar 829,19.68,2001,19.060030,54.578800
Dhofar 830,15.68,2001,19.044930,54.476370
Dhofar 831,22.29,2001,19.047970,54.489120
Dhofar 832,7.84,2001,19.050400,54.490600
Dhofar 833,4.58,2001,19.053350,54.493230
Dhofar 834,4.04,2001,19.062280,54.497350
Dhofar 835,160.09,2001,18.644820,54.003930
Dhofar 836,995,2000,18.348670,54.214000
Dhofar 837,900.1,2000,18.305830,54.149670
Dhofar 838,170,2002,19.328330,54.763330
Dhofar 839,126,2002,18.528330,54.003330
Dhofar 840,126,2002,19.341670,54.560000
Dhofar 841,100,2002,18.630000,54.050000
Dhofar 842,136.75,2001,19.188330,54.798330
Dhofar 843,147,2001,19.176670,54.678330
Dhofar 844,182,2001,18.391670,54.160000
Dhofar 845,190,2001,18.408330,54.130000
Dhofar 846,156,2001,18.343330,54.093330
Dhofar 847,130,2001,18.461670,54.010000
Dhofar 848,162,2001,18.201670,54.280000
Dhofar 849,146,2001,18.181670,54.096670
Dhofar 850,208,2002,18.618330,54.155000
Dhofar 851,62,2001,18.458330,54.571670
Dhofar 852,122,2001,18.243330,54.135000
Dhofar 853,50,2001,18.980000,54.541670
Dhofar 854,142,2001,18.880000,54.616670
Dhofar 855,196,2001,18.311670,54.145000
Dhofar 856,145,2001,18.395000,54.270000
Dhofar 857,126,2001,18.395000,54.136670
Dhofar 858,88,2001,18.221670,54.100000
Dhofar 859,93.5,2001,19.178330,54.825000
Dhofar 860,394,2003,19.300000,54.668330
Dhofar 861,182,2001,19.031670,54.511670
Dhofar 862,50,2002,19.160000,54.586670
Dhofar 863,102,2002,19.383330,54.593330
Dhofar 864,1233,2002,18.163330,54.160000
Dhofar 908,245,2003,19.331670,54.783330
Dhofar 909,3.9,2003,19.330150,54.779720
Dhofar 910,142,,19.331730,54.778900
Dhofar 911,194,,19.331670,54.776670
Dhofar 912,19,2003,18.978330,54.408330
Dhofar 913,88,2003,18.695000,54.250000
Dhofar 914,76,2003,18.913330,54.416670
Dhofar 915,8,2003,19.205000,54.526670
Dhofar 916,1350,2002,19.096670,54.791670
Dhofar 917,12,2003,19.306670,54.551670
Dhofar 918,134,2003,19.260000,54.488330
Dhofar 919,60,2003,18.666670,54.160000
Dhofar 920,26,2003,18.918330,54.408330
Dhofar 921,144,2003,18.625000,54.430000
Dhofar 922,2270,2003,19.405000,54.570000
Dhofar 923,190,2002,19.335000,54.663330
Dhofar 924,185,2002,19.163330,54.668330
Dhofar 925,49,2003,19.396670,54.563330
Dhofar 926,411,2002,19.073330,54.748330
Dhofar 927,795,2002,19.136670,54.563330
Dhofar 928,178,2002,19.113330,54.750000
